"","entityIso","entityName.x","dataYear","Active mobile-broadband subscriptions per 100 people","Data and voice mobile-broadband subscriptions per 100 people","Fixed-broadband subscriptions per 100 people","At least 3G %","At least LTE/WiMAX %","Active mobile-broadband subscriptions count","At least 2G %","256 kbit/s to less than 2 Mbit/s count","256 kbit/s to less than 2 Mbit/s % fixed broadband subscriptions","256 kbit/s to less than 2 Mbit/s per 100 people","2 Mbit/s to less than 10 Mbit/s count","2 Mbit/s to less than 10 Mbit/s per 100 people","Fixed-broadband subscriptions count","Equal to or above 10 Mbit/s count","Equal to or above 10 Mbit/s per 100 people","Satellite broadband count","Terrestrial fixed wireless count","Fibre-to-the-home/building count","Other fixed broadband count","Households with Internet access at home %","DSL  count","Data and voice mobile-broadband subscriptions count","Data-only mobile-broadband subscriptions count","Active subscriptions to LTE/WiMAX mobile-broadband networks count","Cable modem count","10 Mbit/s to less than 30 Mbit/s count","30 Mbit/s to less than 100 Mbit/s count","Equal to or above 100 Mbit/s count","Equal to or above 10 Mbit/s % fixed broadband subscriptions","2 Mbit/s to less than 10 Mbit/s % fixed broadband subscriptions","At least 5G %","entityName.y","Female %","Male %","Individuals using the Internet %","entityName","Full-time equivalent telecommunication employees  per 1000 main lines","Annual foreign investment in telecommunications LCU","Full-time equivalent telecommunication employees  count","Full-time equivalent telecommunication employees  female","Revenue from all telecommunication services USD","Annual investment in telecommunication services USD","Revenue from all telecommunication services per employee","Annual investment in telecommunication services As % of revenues","Individuals with basic ICT skills in safety","Individuals with above basic ICT skills in safety","Individuals with basic ICT skills in information and data literacy","Individuals with above basic ICT skills in information and data literacy","Individuals with basic ICT skills in digital content creation","Individuals with above basic ICT skills in digital content creation","Individuals with basic skills in communication and collaboration","Individuals with above basic ICT skills in communication and collaboration","Individuals with basic ICT skills in problem solving","Individuals with above basic ICT skills in problem solving"
"1209","GTM","Guatemala",2023,16.991,NA,5.08083,95,92,NA,100,9112,0.989475,0.0502736,115921,0.63957,920892,795859,4.39099,NA,NA,NA,NA,33.0778,NA,NA,NA,NA,NA,247090,391703,157066,86.4226,NA,40,"Guatemala",NA,NA,56.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","HKG","Hong Kong, China",2023,174.452,165.649,39.884,99,99,12984000,100,0,0,0,12443,0.167183,2968460,2956020,39.7168,NA,59193,2553010,452,96.6257,261728,12328800,655203,12187100,94071,246544,47579,2661890,99.5808,NA,90,"Hong Kong, China",95.1066,96.9476,95.9778,"Hong Kong, China",5.396,NA,18814,7207,NA,NA,NA,NA,6.15264,21.2139,NA,NA,16.3516,47.7132,NA,NA,8.95094,46.0481
"1211","HND","Honduras",2023,49.4359,49.4359,4.36213,93,91,5262380,93,28316,6.09809,0.266007,96175,0.903488,464342,339851,3.19263,16503,10246,74551,19456,51.4379,13498,5262380,NA,3835980,330088,107553,213960,18338,73.1898,NA,0,"Honduras",NA,NA,58.2789,"Honduras",66.9096,NA,29696,12834,1018790000,241469000,34307.2,23.7016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","HUN","Hungary",2023,85.3493,79.1745,36.7902,99.2,99.2,8267330,99.2,3980,0.111683,0.0410883,38580,0.398288,3563670,3521110,36.3508,1851,202046,1527300,8259,92.7347,332910,7669210,598126,5224490,1490710,121711,368960,3030440,98.8057,NA,83.7,"Hungary",91.7685,91.1146,91.4501,"Hungary",NA,NA,NA,NA,3257610000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","NLD","Netherlands",2023,122.803,117.353,43.2644,99,99,22218300,99,0,0,0,0,0,7827630,7827630,43.2644,NA,NA,2647870,NA,96.8965,1855100,21232100,986109,NA,3324660,86104,1346350,6395170,100,NA,99,"Netherlands",95.944,98.09,97.0068,"Netherlands",NA,NA,NA,NA,10614800000,4334800000,NA,40.8373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","IRL","Ireland",2023,118.159,110.798,31.8908,99.9,99.8,6140280,99.9,NA,NA,NA,53667,1.03273,1657250,1603580,30.8581,7729,92730,670354,NA,94.4406,538182,5757780,382500,5112610,348251,80639,447421,1075520,96.7617,NA,85,"Ireland",NA,NA,96.4974,"Ireland",NA,NA,NA,NA,3970350000,1089630000,NA,27.4441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","IRN","Iran (Islamic Republic of)",2023,120.326,120.326,12.0206,92,92,109025000,98,499642,4.58736,0.551428,4574820,5.04899,10891700,5817240,6.42018,0,2136800,303734,386102,83.4504,8065070,109025000,0,101804000,0,3779240,2010880,27121,53.4098,NA,3,"Iran (Islamic Republic of)",NA,NA,79.6309,"Iran (Islamic Republic of)",2.20538,0,64000,19200,28891600000,9157980000,451432,31.6977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","IRQ","Iraq",2023,52.8309,NA,17.2313,98.2,98.2,23813000,100,4660100,60,10.3388,2330050,5.16938,7766830,776682,1.72312,NA,NA,4358620,NA,87.5139,NA,NA,NA,NA,NA,NA,NA,NA,9.99999,NA,0,"Iraq",NA,NA,81.7291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","ISL","Iceland",2023,124.752,106.559,37.4246,99.4,99,483485,99.4,32,0.0220626,0.00825683,47,0.0121272,145042,144963,37.4042,NA,228,128584,NA,98.3637,16230,412977,70508,293114,0,1314,12108,131541,99.9455,NA,95,"Iceland",NA,NA,99.8301,"Iceland",12.3892,NA,1022,NA,212565000,89689900,207989,42.1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","JPN","Japan",2023,249.098,NA,38.6312,99.9,96.6,309805000,99.9,82589,0.171896,0.0664054,1456830,1.17136,48046000,45157300,36.3086,NA,1243,40346100,1346550,90.966,228001,NA,NA,206673000,6124140,518495,1279840,43359000,93.9876,NA,96.6,"Japan",NA,NA,86.9815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","KEN","Kenya",2023,65.991,17.4982,2.38883,98,97,36518700,98,12877,0.97409,0.0232693,625984,1.13118,1321950,683091,1.23438,2902,284819,834911,781,NA,188,9683340,26835400,26835400,198351,424812,248011,10268,51.6729,NA,1.2,NA,NA,NA,NA,"Kenya",167.143,NA,11339,4843,2908080000,551184000,256467,18.9535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","NIC","Nicaragua",2023,70.6969,NA,5.43031,79.37,78.5,4824080,79.37,NA,NA,NA,NA,NA,370543,NA,NA,0,41425,74238,55542,51.3959,25577,NA,NA,3334050,173761,NA,NA,NA,NA,NA,0,"Nicaragua",NA,NA,58.2314,"Nicaragua",NA,152450000,NA,NA,NA,3448500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","NGA","Nigeria",2023,41.5815,40.8912,0.0512838,89.42,84.19,94757200,94.14,355,0.303764,0.000155782,77480,0.0339999,116867,39032,0.0171281,28085,23244,42052,23486,40.1154,NA,93184000,1573230,70364700,NA,NA,NA,NA,33.3986,NA,11.8,"Nigeria",NA,NA,39.2136,"Nigeria",159.702,134755000,17882,4866,NA,NA,NA,18.6896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","NAM","Namibia",2023,58.5499,57.9002,3.52007,89,85,1734890,100,580,0.556072,0.0195741,60705,2.0487,104303,43018,1.45179,1353,NA,26679,5434,78.0417,70837,1715640,19250,1734890,NA,NA,NA,NA,41.2433,NA,0,"Namibia",NA,NA,64.4061,"Namibia",10.5407,NA,855,322,170301000,54307600,199182,31.8892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","NZL","New Zealand",2023,109.379,NA,37.8531,98.63,97.7,5658000,98.63,NA,NA,NA,NA,NA,1958080,NA,NA,36534,370098,1345030,NA,96.2583,167000,NA,NA,NA,32000,NA,NA,NA,NA,NA,26.77,"New Zealand",NA,NA,96.1638,"New Zealand",18.0995,NA,12000,4440,3455280000,975781000,287940,28.2403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","OMN","Oman",2023,107.226,88.1533,10.8793,100,99,5538870,100,791,0.140752,0.0153128,230379,4.45987,561983,330813,6.40415,667,240859,279852,899,97.9751,39706,4553650,985221,NA,NA,NA,314795,16018,58.8653,NA,89,"Oman",NA,NA,95.2517,"Oman",7.20608,NA,4176,1190,2291740000,623885000,548789,27.2232,62.6043,21.072,16.4337,71.8809,14.3741,76,NA,NA,17.2714,70.2055
"1225","PAK","Pakistan",2023,51.5872,NA,1.35622,81,81,127681000,91,36050,1.07397,0.0145654,1549240,0.625946,3356720,1771420,0.715713,NA,164717,1366350,698450,36.7329,1291920,NA,NA,117289000,17977,1679460,77165,14797,52.7725,NA,0,"Pakistan",NA,NA,27.3759,"Pakistan",15.1568,14584500000,39005,2800,3115960000,723585000,79886.2,23.2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","PHL","Philippines",2023,73.7219,NA,6.53931,98.45,95.54,84700000,99,NA,NA,NA,NA,NA,7513090,NA,NA,NA,NA,NA,NA,80.7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.98,"Philippines",NA,NA,83.7661,"Philippines",5.72993,NA,26513,9359,7635.04,NA,0.287973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","PLW","Palau",2023,NA,NA,7.33345,95,NA,NA,NA,10,0.769231,0.0564111,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","PAN","Panama",2023,106.269,NA,18.1341,95,85,4738270,96,8086,1.00005,0.181351,32342,0.725359,808557,768129,17.2274,NA,NA,159285,103515,85.7653,2036,NA,NA,3915160,543721,69849,186058,512222,95,NA,0,"Panama",NA,NA,68.5485,"Panama",8.46834,NA,6555,2698,1107720000,311660000,168988,28.1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","PRI","Puerto Rico",2023,104.464,NA,23.1596,100,90,3386740,100,NA,NA,NA,NA,NA,750838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico",9.70911,NA,7360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","QAT","Qatar",2023,155.001,151.045,11.6411,100,99.9,4617600,100,99,0.0285469,0.00332317,234,0.00785477,346798,346465,11.6299,NA,47284,299181,NA,98.717,333,4499770,117833,3591810,NA,13768,45839,286858,99.904,NA,98.9,"Qatar",NA,NA,99.6528,"Qatar",3.60186,NA,1893,423,3019510000,336538000,1595090,11.1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","RWA","Rwanda",2023,66.485,NA,0.445556,99.07,98.76,9277630,99.07,1425,2.29192,0.0102118,5201,0.0372712,62175,55549,0.398073,3480,5058,53630,NA,37.9115,7,NA,NA,2165210,NA,18763,29083,7703,89.343,NA,0,"Rwanda",NA,NA,34.2005,"Rwanda",259.06,NA,2166,815,308638000,56380500,142492,18.2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","SWE","Sweden",2023,132.412,118.925,40.734,100,100,13971400,100,3881,0.0902968,0.0367815,40056,0.379624,4298050,4254110,40.3176,1579,8288,3556940,6546,92.2335,52910,12548400,1423030,13422000,671787,113439,88207,4052460,98.9777,NA,90.3,"Sweden",95.6015,95.803,95.7033,"Sweden",21.5668,NA,18803,6084,4794500000,1273420000,254986,26.56,3.32969,91.7967,7.4065,83.2,11.92,66.999,11.9897,80.391,6.02614,87.4024
"1233","KNA","Saint Kitts and Nevis",2023,137.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Kitts and Nevis",NA,NA,76.4208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","SEN","Senegal",2023,107.85,NA,1.97393,99.5,97.5,19496700,99.5,NA,NA,NA,NA,NA,356839,NA,NA,NA,NA,NA,NA,60.8027,NA,NA,NA,12650600,NA,NA,NA,NA,NA,NA,NA,"Senegal",NA,NA,60.6122,"Senegal",9.0492,NA,3611,NA,1087890000,235407000,301270,21.6389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","SYC","Seychelles",2023,80.319,80.319,30.7719,99,99,102769,99,5052,12.8311,3.94839,14372,11.2324,39373,19949,15.5911,NA,13851,23222,NA,71.8352,1979,102769,NA,NA,306,NA,NA,NA,50.6667,NA,NA,"Seychelles",NA,NA,87.4009,"Seychelles",25.6452,NA,473,206,105407000,29674800,222847,28.1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","SGP","Singapore",2023,173.2,173.2,27.4344,100,100,10026700,100,NA,NA,NA,NA,NA,1588200,1588200,27.4344,NA,NA,1583000,4900,98.4603,300,10026700,NA,8010600,NA,NA,NA,1588200,100,NA,95,"Singapore",93.97,94.593,94.2852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","SUR","Suriname",2023,138.112,96.1605,17.5374,92,82.59,868565,100,3,0.0027201,0.000477034,19991,3.1788,110290,90296,14.3581,NA,562,48005,NA,84.359,58715,604740,6133,45246,NA,88510,1685,101,81.8714,NA,16.29,"Suriname",NA,NA,78.3958,"Suriname",7.76523,NA,1001,424,72338500,4094020,72266.3,5.65953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","SVN","Slovenia",2023,98.7978,89.684,31.8815,99.8,99.8,2092930,99.9,346,0.0512307,0.0163331,19440,0.917675,675376,655590,30.9475,610,4821,382191,893,93.7179,113575,1899860,193066,1488860,173242,73926,115638,466026,97.0704,NA,70.7,"Slovenia",89.829,90.8981,90.3779,"Slovenia",9.49239,NA,6141,NA,871849000,334405000,141972,38.3558,27.3633,28.9793,10.4928,75.335,21.3681,40.5774,10.9196,76.5054,28.0845,51.6161
"1239","SWZ","Eswatini",2023,106.214,105.001,2.76366,99.1,87,1306970,99.1,3066,9.01579,0.249166,14184,1.1527,34007,16757,1.3618,NA,NA,NA,NA,63.9642,NA,1292040,14930,1224600,NA,NA,NA,NA,49.2751,NA,0,"Eswatini",NA,NA,57.62,"Eswatini",26.3001,0,1103,420,137229000,12612700,124415,9.19093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","SYR","Syrian Arab Republic",2023,31.1511,NA,6.86125,98.9,76.3,7349990,99,962078,59.4284,4.07753,653067,2.76786,1618890,3740,0.0158511,NA,NA,NA,NA,NA,1618890,NA,NA,7349990,NA,3740,NA,NA,0.231023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","TGO","Togo",2023,43.0101,NA,1.22816,99.7,99.7,4001810,99.7,38,0.033254,0.000408412,625,0.0067173,114272,113609,1.22103,NA,1976,107367,331,46.4087,2284,NA,4001810,1921050,NA,5748,90292,17569,99.4198,NA,NA,"Togo",NA,NA,37.0223,"Togo",19.1955,NA,1340,365,388506000,96148500,289930,24.7483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","TTO","Trinidad and Tobago",2023,52.6561,52.6561,26.8942,100,94,791385,100,5673,1.40351,0.377462,35038,2.33131,404202,363491,24.1855,354,64887,181820,NA,85.7042,6369,791385,NA,791385,150772,38520,40231,284740,89.9281,NA,NA,"Trinidad and Tobago",NA,NA,84.6994,"Trinidad and Tobago",8.40701,NA,2612,1162,776329000,76427700,297216,9.84476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","TUN","Tunisia",2023,95.1386,90.7215,14.083,99,96,11607300,99,3892,0.226518,0.0319005,193516,1.58614,1718190,1520780,12.4649,148,511246,295169,216,65.1645,911406,11068400,538903,10100000,0,1300270,216422,4083,88.5107,NA,0,"Tunisia",NA,NA,72.3542,"Tunisia",5.23042,1.95e+08,9745,4306,1227820000,199603000,125995,16.2567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","TZA","Tanzania",2023,32.3208,32.3208,0.105017,86,79,21531400,98,NA,NA,NA,NA,NA,69960,NA,NA,34352,262985,666879,666008,NA,NA,21531400,NA,NA,34942,NA,NA,NA,NA,NA,0,"Tanzania",NA,NA,29.0638,"Tanzania",45.8591,NA,3473,1112,NA,NA,NA,24.7385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","ARE","United Arab Emirates",2023,211.699,180.661,37.0968,100,100,22529200,100,18000,0.455942,0.16914,41329,0.388354,3947870,3888550,36.5393,447,90,3922220,NA,100,25120,19226100,3303050,14164600,NA,505761,446139,2936650,98.4972,NA,98.92,"United Arab Emirates",100,100,100,"United Arab Emirates",2.44099,382825000,5513,1500,8384310000,1426280000,1520830,17.0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","UGA","Uganda",2023,32.7747,32.1968,0.091297,86,40,15947000,98,NA,NA,NA,14522,0.0298459,44422,29900,0.0614511,NA,NA,NA,NA,50.8648,NA,15665800,281195,NA,NA,0,0,0,67.309,NA,NA,"Uganda",NA,NA,15.2524,"Uganda",13.2146,NA,1733,586,1504940000,606526000,868399,40.3024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","UKR","Ukraine",2023,88.6431,NA,21.3774,91,91,33447500,NA,80610,0.999342,0.213634,NA,NA,8066310,7985700,21.1638,2803,66815,7096710,474265,84.1866,216616,NA,NA,NA,209093,644651,4245680,3095360,99.0007,NA,NA,"Ukraine",NA,NA,82.3755,"Ukraine",29.5001,NA,42311,14580,2661920000,517152000,62913.1,19.4278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","URY","Uruguay",2023,110.226,NA,32.4032,93.9,93.9,3734550,93.9,415,0.0378013,0.0122488,11948,0.352648,1097850,1085480,32.0383,NA,68294,1023070,NA,90.9256,6480,NA,NA,NA,NA,1085480,NA,NA,98.8739,NA,NA,"Uruguay",NA,NA,89.896,"Uruguay",5.73085,NA,6905,3181,1250540000,NA,181107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","UZB","Uzbekistan",2023,106.52,82.6469,30.2699,96,92,37976700,99.5,2158,0.0199964,0.0060529,2223140,6.2356,10791900,8566630,24.0283,0,1366,9285150,0,96.15,1367790,29465500,8511150,19722900,0,3349550,3580850,1636230,79.38,NA,18,"Uzbekistan",87.1292,90.9056,89.0136,"Uzbekistan",5.36333,4.53964e+12,32969,10283,1503400000,567146000,45600.5,37.7242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","VCT","Saint Vincent and the Grenadines",2023,62.2544,NA,30.4936,100,90,63078,100,NA,NA,NA,NA,NA,30897,NA,NA,NA,4917,NA,NA,78.8923,325,NA,NA,NA,25655,NA,NA,NA,NA,NA,0,"Saint Vincent and the Grenadines",NA,NA,75.9927,"Saint Vincent and the Grenadines",NA,NA,NA,NA,45407400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","YEM","Yemen",2023,34.3488,NA,NA,74.6,56.7,13530300,87.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","ZMB","Zambia",2023,60.0406,42.0284,0.68139,95.5,91.2,12442800,97.1,26519,18.7797,0.127963,107207,0.517309,141211,7485,0.0361176,6158,673,12093,122211,56.6128,76,8709950,3732840,NA,NA,3392,461,3632,5.30058,NA,0,NA,NA,NA,NA,"Zambia",28.4628,NA,2313,583,657817000,185492000,284400,28.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","ZWE","Zimbabwe",2023,67.1434,56.5332,1.57458,86.8,44.7,10971800,93.75,116097,45.1214,0.710472,106274,0.650359,257299,34928,0.213747,5073,82115,62608,3040,58.5707,104463,9238000,1733780,3795380,NA,20957,10478,3493,13.5749,NA,2.65,"Zimbabwe",NA,NA,38.4266,"Zimbabwe",20.5687,NA,6369,2229,NA,NA,NA,9.61065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","AGO","Angola",2024,33.3845,25.1469,0.362845,85.66,77.4,12648000,89.6,8801,6.40226,0.0232303,31629,0.083485,137467,97037,0.25613,1818,4383,110753,NA,NA,6416,9527110,3120890,7163880,14097,78672,13645,4720,70.5893,NA,16.05,NA,NA,NA,NA,"Angola",103.891,76536400000,8339,2613,607980000,163135000,72908.1,26.8323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","ALB","Albania",2024,74.9084,74.3165,24.8816,99.6,99.6,2091270,100,152,0.021882,0.00544458,18428,0.660084,694635,676055,24.216,210,51770,481449,5442,NA,45749,2074740,16525,1919970,110015,93250,287718,295087,97.3252,NA,24,NA,NA,NA,NA,"Albania",19.9661,NA,3302,1034,352340000,56367600,106705,15.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","AND","Andorra",2024,108.397,99.4972,52.3554,99.5,98.5,88818,99.5,2364,5.51062,2.88511,NA,NA,42899,40535,49.4703,NA,NA,42899,NA,NA,NA,81526,7292,NA,NA,NA,NA,40535,94.4894,NA,94,NA,NA,NA,NA,"Andorra",4.86705,NA,259,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","ARE","United Arab Emirates",2024,205.16,161.852,40.8401,100,100,22623300,100,18716,0.415589,0.169727,88655,0.803972,4503490,4396120,39.8664,184,76,4482180,NA,100,21055,17847600,4775670,16996100,NA,385306,461965,3548850,97.6158,NA,99.46,"United Arab Emirates",100,100,100,"United Arab Emirates",2.24043,0,5138,1470,9497990000,1491350000,1848580,15.7017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","ARG","Argentina",2024,NA,NA,26.0976,98.5,97.68,NA,98.89,59641,0.500108,0.130516,789281,1.72724,11925600,10833100,23.7068,92757,599299,4875160,211376,93.6925,521297,NA,NA,NA,5625730,1209020,1920830,7703260,90.8389,NA,NA,"Argentina",89.1403,90.222,89.6672,"Argentina",NA,NA,NA,NA,10811700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","ARM","Armenia",2024,102.959,100.85,20.3091,100,100,3061840,100,241,0.0399033,0.008104,52619,1.7694,603960,551100,18.5316,0,21380,519265,18358,NA,44957,2999130,62714,2380520,0,119337,241098,190665,91.2478,NA,17.63,NA,NA,NA,NA,"Armenia",19.803,5890950000,5888,2553,341069000,121464000,57926.2,35.6127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","ATG","Antigua and Barbuda",2023,51.4381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",NA,NA,77.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","AUS","Australia",2024,128.225,112.581,36.4788,99.7,89,34253000,99.7,NA,NA,NA,NA,NA,9744660,8799260,32.9397,84822,963675,2758460,NA,NA,3912280,30074000,4179000,NA,2025430,2299920,4040810,2458530,90.2983,NA,89,NA,NA,NA,NA,"Australia",12.2162,NA,72723,23910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","AUT","Austria",2024,132.083,101.71,30.1278,98,98,12047000,99,7600,0.276575,0.0833259,155300,1.7027,2747900,2585000,28.3418,8800,15600,372500,6900,94.9618,1307300,9276800,2770200,NA,1036700,304700,866800,1413500,94.0718,NA,98,"Austria",94.4392,95.4042,94.9197,"Austria",3.21737,NA,11200,NA,4625360000,883247000,412979,19.0957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","AZE","Azerbaijan",2024,89.4462,87.3401,21.7534,100,100,9245680,100,17068,0.759064,0.165122,214778,2.07784,2248560,2016710,19.5104,6,27866,1997200,0,NA,223468,9027970,217702,8268350,0,57355,810658,1148700,89.6891,NA,0,NA,NA,NA,NA,"Azerbaijan",25.9475,17100000,34392,10318,2144910000,370824000,62366.6,17.2885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","BEL","Belgium",2024,98.6767,94.2756,44.2322,100,100,11583400,100,NA,NA,NA,NA,NA,5192310,NA,NA,8423,87964,558857,20196,94.6193,1825110,11066800,516634,10634600,2691760,NA,960610,4135200,NA,NA,99.8,"Belgium",95.1235,96.4296,95.7758,"Belgium",5.98334,NA,14877,4881.8,7.17e+09,2854160000,481952,39.8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","BEN","Benin",2024,57.3302,56.7566,0.277382,85,85,8291510,98,5480,13.66,0.0378905,10080,0.0696964,40117,24557,0.169795,NA,7359,28228,4366,NA,164,8208550,82959,4152830,NA,20128,3941,488,61.2135,NA,5,NA,NA,NA,NA,"Benin",961.481,NA,1298,384,601662000,153488000,463530,25.5106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","BFA","Burkina Faso",2023,85.4438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Burkina Faso",NA,NA,17.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","BGD","Bangladesh",2024,56.4651,55.3358,8.08931,99.72,99.64,98002100,99.72,0,0,0,2015100,1.16102,14040000,12024900,6.92829,NA,NA,12916800,1123200,NA,0,96042000,1960040,96849100,0,7517100,3618240,889560,85.6474,NA,0,NA,NA,NA,NA,"Bangladesh",2494.3,7.77309e+12,710248,284100,2816980000,NA,3966.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","BGR","Bulgaria",2024,119.957,102.367,39.1054,99.99,99.75,8106320,99.99,123,0.00465448,0.00182015,16857,0.249449,2642620,2625640,38.8541,1534,578123,1486670,257051,92.1159,77870,6917670,1188510,4103300,241370,166680,730006,1728950,99.3575,NA,90.18,"Bulgaria",81.648,83.2561,82.439,"Bulgaria",29.0908,NA,16056.5,6646.64,1817620000,374133000,113201,20.5837,NA,NA,15.2128,54.5346,NA,NA,18.9221,58.9787,23.0089,20.8325
"1269","BHR","Bahrain",2024,145.74,139.626,16.9916,100,100,2342110,100,51,0.018677,0.00317352,1533,0.0953922,273063,271479,16.893,NA,91456,174040,NA,100,7567,2243860,98251,2342110,NA,14159,12769,244551,99.4199,NA,100,"Bahrain",100,100,100,"Bahrain",14.1376,NA,3620,974,1486570000,232152000,410655,15.6166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","BHS","Bahamas",2024,96.6799,NA,25.268,98,95,387960,99,NA,NA,NA,NA,NA,101396,101396,25.268,7364,NA,36733,682,NA,9052,NA,NA,NA,47565,NA,NA,NA,100,NA,0,NA,NA,NA,NA,"Bahamas",12.2363,NA,1139,620,411169000,77414000,360991,18.8278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
